Input-node Gene Symbol,Input-node GeneID,Output-node Gene Symbol,Output-node GeneID,Edge direction score
PLCG1,5335,PLD2,5338,0.901
PTK2B,2185,CRK,1398,0.945
KLRC1,3821,PTPN11,5781,0.949
BIRC2,329,JUP,3728,0.743
GAPDH,2597,HNF4G,3174,0.984
SSTR5,6755,ADCY10,55811,0.967
ERBB3,2065,PIK3R1,5295,0.962
EPHA1,2041,SMURF2,64750,1
SNAPIN,23557,DTNBP1,84062,0.895
CDKN1A,1026,GMNN,51053,0.966
ANXA1,301,TRPM7,54822,0.558
CD46,4179,C4B,721,0.895
TTR,7276,IKBKAP,8518,0.951
EPHB2,2048,ERF,2077,0.989
PTPN6,5777,TYK2,7297,0.994
EEF1G,1937,PDCD5,9141,0.595
TLR4,7099,CNPY4,245812,0.803
FHL1,2273,RING1,6015,0.984
FTH1,2495,BRD7,29117,0.984
RP4-691N24.1,22981,KIAA1267,284058,0.743
GAP43,2596,CSNK2A1,1457,0.862
FZD2,2535,DLG4,1742,0.879
EP300,2033,SET,6418,0.707
TOE1,114034,APLP1,333,0.558
SHANK1,50944,ARHGEF7,8874,0.903
GRM5,2915,PRKCZ,5590,0.967
PLK1,5347,CCDC115,84317,0.558
TANK,10010,TRAF1,7185,0.743
PPARA,5465,NR1H3,10062,0.984
GABRG2,2566,PPP3CA,5530,0.862
IL6ST,3572,IL6,3569,0.951
TNFSF11,8600,DDAH2,23564,0.984
CTTN,2017,MYLK,4638,0.984
TLR2,7097,HRAS,3265,0.931
MAP3K3,4215,HSPA2,3306,0.951
CDH1,999,RRM2,6241,0.951
PXN,5829,VCL,7414,0.901
IL4R,3566,FES,2242,0.967
PLCG1,5335,CD22,933,0.798
TRAF2,7186,SPHK1,8877,0.603
PLG,5340,RUVBL1,8607,0.862
LRPPRC,10128,NFKBIB,4793,0.926
RFX1,5989,NFIC,4782,0.984
SHC1,6464,CALCOCO2,10241,0.951
ANXA7,310,FBN3,84467,0.595
TAF9,6880,HCFC1,3054,0.707
TRIM24,8805,GTF2E1,2960,0.966
CALR,811,VWF,7450,0.777
ACTN1,87,ZYX,7791,0.902
CRYAB,1410,HSPB1,3315,0.895
MDFI,4188,HOXA1,3198,0.936
KIDINS220,57498,MOBKL3,25843,0.743
RAB11FIP3,9727,RAB11B,9230,0.558
THRA,7067,NCOR1,9611,0.707
RBBP8,5932,LMO4,8543,0.823
CAV1,857,GJA1,2697,0.951
SAAL1,113174,SNW1,22938,0.798
COPS6,10980,ORAI2,80228,0.743
LPL,4023,COPS6,10980,0.951
MBP,4155,ATN1,1822,0.901
SERPINA5,5104,FGA,2243,0.895
PGAM5,192111,SETDB1,9869,0.984
EWSR1,2130,RHOXF2,84528,0.901
TRAF2,7186,CASP8AP2,9994,0.976
ACVR1,90,RASD2,23551,0.756
NUP98,4928,RCC1,1104,0.901
NFKB1,4790,AR,367,0.823
HIST1H2AL,8332,SAP30,8819,0.984
EPB41,2035,SPTAN1,6709,0.778
AKT2,208,GSK3B,2932,0.821
VCAN,1462,FBLN2,2199,0.967
ARF1,375,INSR,3643,0.945
CD47,961,BNIP3,664,0.682
MAPKSP1,8649,PDE4DIP,9659,0.895
PTMA,5757,HIST3H3,8290,0.984
TRAF4,9618,RPS6KB1,6198,0.862
SHANK2,22941,SLC9A3,6550,0.994
KAT5,10524,HIST2H4A,8370,0.984
ECH1,1891,EEF1G,1937,0.883
SNTB1,6641,ABCA1,19,0.862
SATB1,6304,KAT2B,8850,0.55
TRIP4,9325,TBP,6908,0.902
GBP2,2634,40179,6303,0.756
JUN,3725,ATF4,468,0.547
MAPK6,5597,CFL1,1072,0.743
BMPR2,659,NOP56,10528,0.895
FGF2,2247,FGFBP1,9982,0.994
MMP9,4318,IL8,3576,0.543
BMPR1B,658,STK35,140901,0.994
HLA-E,3133,B2M,567,0.984
PTN,5764,BLOC1S1,2647,0.984
CCL11,6356,TPI1,7167,0.862
HECW1,23072,USP7,7874,0.8
ACP5,54,PPP2CB,5516,0.902
APP,351,PSEN1,5663,0.951
MDM4,4194,USP7,7874,0.966
PRKAR1A,5573,PRKX,5613,0.558
TK1,7083,PSME1,5720,0.743
FOS,2353,ELK1,2002,0.55
NRXN1,9378,APBA2,321,0.998
CD247,919,SHC1,6464,0.982
NGFRAP1,27018,YWHAE,7531,0.903
SETDB1,9869,ZFP64,55734,0.902
SRC,6714,PKD1,5310,0.901
LYN,4067,NEDD9,4739,0.951
CREM,1390,FHL5,9457,0.966
EIF3L,51386,POLR1B,84172,0.798
CHGA,1113,PFDN1,5201,0.901
BMP1,649,HSPG2,3339,0.862
BIRC5,332,INCENP,3619,0.895
SRC,6714,VCL,7414,0.901
SKIL,6498,SMAD2,4087,0.901
CD36,948,MATK,4145,0.967
GRB10,2887,MAPK1,5594,0.951
EXOSC6,118460,MIF4GD,57409,0.743
F2,2147,PROS1,5627,0.832
SIRT2,22933,HOXA10,3206,0.964
CASP1,834,CARD8,22900,0.732
VIPR1,7433,VIP,7432,0.901
ACVR2B,93,SYNJ2BP,55333,0.998
SYNE1,23345,EMD,2010,0.967
FXR2,9513,TRIM29,23650,0.966
C1orf103,55791,HMGB1,3146,0.966
CAMK2B,816,THRB,7068,0.883
ACVR1C,130399,TDGF1,6997,0.997
CCNH,902,CDK7,1022,0.67
ITGA2B,3674,CLNS1A,1207,0.732
NOTCH4,4855,PSEN1,5663,0.997
TRAF5,7188,RIPK2,8767,0.951
BIRC2,329,CASP9,842,0.951
RAC2,5880,NCF2,4688,0.558
SMAD1,4086,NEUROG1,4762,0.984
ADRA1B,147,EZR,7430,0.953
HNRNPL,3191,HMG20B,10362,0.952
ANK3,288,SMAD3,4088,0.984
PSMB7,5695,EMG1,10436,0.732
ATF7IP,55729,ACTB,60,0.743
HSP90AA1,3320,TERT,7015,0.743
PRKCA,5578,GRIA4,2893,0.901
TPT1,7178,DBN1,1627,0.952
BAG3,9531,HSPA1A,3303,0.798
SS18L1,26039,RFX6,222546,0.895
SNX20,124460,KLHL12,59349,0.926
ADRB1,153,GPRASP2,114928,0.735
DUSP23,54935,TMOD3,29766,0.732
SOCS3,9021,MAPK6,5597,0.951
PDPK1,5170,C15orf29,79768,0.895
ARL5A,26225,CBX5,23468,0.926
CALCOCO1,57658,FOSL1,8061,0.984
RBM23,55147,PGR,5241,0.984
GNAO1,2775,TSHR,7253,0.822
PSMD11,5717,SMAD1,4086,0.984
HNRNPL,3191,CSE1L,1434,0.558
JAK2,3717,IRS1,3667,0.967
MDC1,9656,TP53BP1,7158,0.798
ADAP1,11033,PURA,5813,0.984
PTPN1,5770,SRC,6714,0.547
ARHGEF7,8874,ARHGEF6,9459,0.87
SFRS10,6434,YWHAG,7532,0.966
TSC1,7248,CDC2,983,0.901
SYK,6850,LCP2,3937,0.967
GPSM2,29899,INSC,387755,0.667
ZAP70,7535,FYN,2534,0.982
TP53,7157,CDK2,1017,0.984
YBX1,4904,SFRS12,140890,0.55
FBXO30,84085,SMAD4,4089,0.951
TOE1,114034,RPS3A,6189,0.895
HSPA5,3309,PIK3R2,5296,0.967
LCK,3932,PRKCQ,5588,0.756
TP53,7157,TP63,8626,0.64
CRP,1401,FN1,2335,0.951
CALM2,805,ASCL2,430,0.984
IL1RAPL1,11141,FREQ,23413,0.862
BTK,695,TIRAP,114609,0.928
NEDD8,4738,TP53,7157,0.55
MINK1,50488,PKP4,8502,0.798
IL1A,3552,S100A13,6284,0.798
HEY2,23493,ARNT,405,0.707
CDKN1B,1027,CDK4,1019,0.951
ESR1,2099,CENPT,80152,0.862
MAPK3,5595,RNF114,55905,0.984
CD93,22918,C1QA,712,0.998
UBE3A,7337,UBE2D3,7323,0.55
ERCC5,2073,ERCC6,2074,0.8
CSNK1A1,1452,ADAP1,11033,0.984
PRKCZ,5590,GSK3A,2931,0.743
TM4SF1,4071,SDCBP2,27111,0.998
UBB,7314,SMAD4,4089,0.901
ACVR1,90,RAB17,64284,0.862
DHRS1,115817,MDFI,4188,0.862
EPHA3,2042,RUFY2,55680,0.999
POLR2D,5433,POLR2A,5430,0.984
SNTB1,6641,SCN4A,6329,0.964
AKAP5,9495,KCNJ2,3759,0.895
FLOT1,10211,GOLM1,51280,0.952
MAGED1,9500,TUBA4A,7277,0.901
PARP1,142,RPS3A,6189,0.798
UBE2I,7329,SIAH2,6478,0.55
ITGB7,3695,GNB2L1,10399,0.967
RPS28,6234,KRTAP4-12,83755,0.901
ARF6,382,PIP5K1A,8394,0.798
UBE2I,7329,SUMO3,6612,0.793
SLC4A1,6521,LYN,4067,0.704
ESR1,2099,RFX4,5992,0.952
ANK2,287,SPTBN1,6711,0.761
NUMA1,4926,NCOA6,23054,0.902
TTR,7276,SP110,3431,0.951
DNM1,1759,SH3GL3,6457,0.64
ALK,238,SHC1,6464,0.999
SDC2,6383,REG3A,5068,0.927
TRAF2,7186,CASP8,841,0.988
CFH,3075,CRP,1401,0.745
SMURF2,64750,ASH2L,9070,0.984
IGHM,3507,UFD1L,7353,0.667
DDX17,10521,NCOA2,10499,0.902
ALDH2,217,IGSF21,84966,0.558
FN1,2335,REG3A,5068,0.732
ITGA5,3678,ERBB2,2064,0.997
DDX24,57062,GIT1,28964,0.901
USP7,7874,ZNF423,23090,0.966
NPM1,4869,HIST3H3,8290,0.984
GZMB,3002,GRIA3,2892,0.927
GADD45G,10912,PPARG,5468,0.984
PTPN11,5781,PIK3CG,5294,0.967
FZD5,7855,WNT5A,7474,0.987
BRMS1,25855,ING1,3621,0.605
RECQL5,9400,STAMBP,10617,0.901
CSTF2,1478,CHD3,1107,0.743
MTA1,9112,TP53,7157,0.966
ACTA1,58,CTNND1,1500,0.901
DNM2,1785,BAT1,7919,0.952
VDR,7421,MED1,5469,0.984
CTNNB1,1499,SALL1,6299,0.984
DLG4,1742,DLG2,1740,0.594
SIN3B,23309,REST,5978,0.902
LASP1,3927,MDFI,4188,0.951
ADRBK1,156,PRKCA,5578,0.756
NFE2L1,4779,MAFK,7975,0.966
EXOSC6,118460,XRN1,54464,0.951
STK24,8428,CASP7,840,0.798
UNC119,9094,PIN1,5300,0.901
WAS,7454,VASP,7408,0.952
AKAP5,9495,CALM1,801,0.974
GRB2,2885,CALD1,800,0.87
MAP2K7,5609,MAPK8,5599,0.743
KARS,3735,GEMIN4,50628,0.895
ORAI2,80228,SETDB1,9869,0.984
MAPK12,6300,DUSP1,1843,0.667
RBBP4,5928,RPN1,6184,0.684
CELSR3,1951,SCAPER,49855,0.999
IGF2,3481,INSR,3643,0.945
FAS,355,RAP1A,5906,0.988
TRDMT1,1787,COPS6,10980,0.901
GNA12,2768,TEC,7006,0.988
GAB1,2549,LAT2,7462,0.862
CCNE1,898,SKP2,6502,0.951
NOTCH2,4853,MAML1,9794,0.967
U2AF1,7307,SF3A3,10946,0.798
DPM2,8818,PIGC,5279,0.798
MST1R,4486,GAB1,2549,0.967
TAF15,8148,TAF13,6884,0.952
DIAPH1,1729,PAX6,5080,0.952
FBLN1,2192,ELN,2006,0.558
EPS8,2059,DNALI1,7802,0.895
SOX8,30812,PAX3,5077,0.823
CHEK2,11200,PPP2R5A,5525,0.903
SNAPIN,23557,PRKACA,5566,0.545
CUX1,1523,SATB1,6304,0.984
TRIM23,373,TRIM29,23650,0.55
RAB11FIP5,26056,RAB11B,9230,0.732
GLI1,2735,ZIC1,7545,0.966
KLC2,64837,YWHAQ,10971,0.667
SLPI,6590,PLSCR1,5359,0.862
CRKL,1399,CD34,947,0.926
MAPK6,5597,ACTR1B,10120,0.743
SDC4,6385,SDCBP,6386,0.931
MAP3K3,4215,MAP3K7,6885,0.901
SHBG,6462,ACTB,60,0.951
ITGA1,3672,AUP1,550,0.998
CD3EAP,10849,TAF1A,9015,0.964
CABLES1,91768,CCNE1,898,0.862
TRA@,6955,HLA-B,3106,0.589
SPEN,23013,DLX5,1749,0.936
CRTC2,200186,YWHAG,7532,0.984
SOCS1,8651,FYN,2534,0.845
ESRRA,2101,ESR1,2099,0.622
IL1B,3553,CASP4,837,0.951
CCDC136,64753,COIL,8161,0.966
PIK3CB,5291,EXOSC5,56915,0.952
BAX,581,BAK1,578,0.998
ERCC5,2073,PCNA,5111,0.707
GTF2E2,2961,MNAT1,4331,0.55
TAF1,6872,HMGB1,3146,0.55
TGFBR2,7048,PML,5371,0.967
CDC37,11140,ZNF266,10781,0.952
GRIN2B,2904,IL16,3603,0.862
PAK4,10298,YWHAG,7532,0.984
PRMT2,3275,NCOA6,23054,0.984
SPRED1,161742,CDKN1A,1026,0.966
GRB2,2885,BRD3,8019,0.984
FLNA,2316,CAV1,857,0.869
934,934,LYN,4067,0.922
CPSF1,29894,MCM2,4171,0.951
CSTF2,1478,KAT5,10524,0.743
EXOC7,23265,PLCB3,5331,0.966
CCDC90B,60492,PSMD11,5717,0.595
WBP4,11193,SNRPB,6628,0.952
PLAA,9373,HDAC6,10013,0.558
CCND1,595,RB1,5925,0.966
JUN,3725,DDIT3,1649,0.966
SP1,6667,SP4,6671,0.984
F2,2147,CPB2,1361,0.927
CEP70,80321,ZNF408,79797,0.966
NR5A1,2516,NFYA,4800,0.823
COL13A1,1305,NID1,4811,0.895
MYF5,4617,ID1,3397,0.823
TUBB3,10381,RILPL2,196383,0.558
RPS27A,6233,SMAD1,4086,0.984
PFKM,5213,DYNLL1,8655,0.994
KALRN,8997,COIL,8161,0.984
ERBB2,2064,SERPINA3,12,0.931
ABLIM1,3983,TSC22D4,81628,0.966
PRPF40A,55660,UBE2I,7329,0.966
NRXN3,9369,NLGN3,54413,0.998
SP1,6667,SOX10,6663,0.984
BAG1,573,ESR1,2099,0.951
PIK3CA,5290,TOX4,9878,0.951
KLF6,1316,HDAC3,8841,0.902
APP,351,HADHB,3032,0.681
STAT1,6772,ELP2,55250,0.896
ADRB2,154,SLC9A3R2,9351,0.899
IFNGR2,3460,ANXA5,308,0.999
POP7,10248,HSPB1,3315,0.798
RHOA,387,VAV1,7409,0.743
UBA1,7317,HSPH1,10808,0.558
MAPK1,5594,NR5A1,2516,0.984
LASP1,3927,ZYX,7791,0.966
GNA11,2767,RGS3,5998,0.951
IGF1R,3480,SOCS1,8651,0.595
GRIN1,2902,SYNGAP1,8831,0.862
HGS,9146,AKAP8,10270,0.743
ZNF165,7718,SCAND1,51282,0.984
PIN1,5300,CSNK2A1,1457,0.901
PARP1,142,SFRS12,140890,0.966
NOTCH1,4851,MEF2C,4208,0.984
MAPK1,5594,MKNK1,8569,0.951
CASP8,841,DEDD,9191,0.984
CDH2,1000,JUP,3728,0.951
VAV2,7410,SMN1,6606,0.951
TRAF2,7186,MIZF,25988,0.994
LCK,3932,MAP2K2,5605,0.951
SKI,6497,SIN3A,25942,0.952
REN,5972,CTSB,1508,0.857
XRCC6,2547,POR,5447,0.8
DLX5,1749,SOX10,6663,0.707
CSNK2A1,1457,TP53,7157,0.966
PRKCA,5578,PRKG1,5592,0.901
CASP5,838,MAX,4149,0.8
NEK6,10783,CDK7,1022,0.952
SDCBP2,27111,DPPA2,151871,0.862
PEX5,5830,NUDT3,11165,0.994
GIT1,28964,BARD1,580,0.951
HTR3A,3359,CANX,821,0.993
AP4M1,9179,ARF1,375,0.862
UBE2L3,7332,NEDD4,4734,0.622
GABARAP,11337,VPS28,51160,0.667
ARRB2,409,SMARCC2,6601,0.989
CLSPN,63967,ATR,545,0.798
PRKACA,5566,PRKAR1A,5573,0.901
LMO2,4005,GATA3,2625,0.984
DGKZ,8525,RBL2,5934,0.984
HDAC7,51564,MEF2C,4208,0.952
ARHGEF6,9459,YWHAG,7532,0.966
ZAP70,7535,CD247,919,0.63
JARID1A,5927,RBL1,5933,0.55
IKBKB,3551,CREB3,10488,0.902
STX18,53407,BNIP1,662,0.558
GRAP2,9402,KRTAP4-12,83755,0.951
CDKN1B,1027,CCNA1,8900,0.951
CD3G,917,CD3D,915,0.895
EPB41L2,2037,ACTA1,58,0.611
FUT4,2526,ITGB2,3689,0.8
SOS1,6654,ITSN1,6453,0.951
EPHB6,2051,CRK,1398,1
MAPK1,5594,NKX2-1,7080,0.96
CHUK,1147,PBXIP1,57326,0.901
NPM1,4869,TCERG1,10915,0.966
FAM46C,54855,DAZAP2,9802,0.732
EYA2,2139,SIX4,51804,0.984
C7orf36,57002,HNRNPA2B1,3181,0.732
PSMC4,5704,RORB,6096,0.896
CASP3,836,BIRC6,57448,0.926
DNAJB1,3337,PTGES3,10728,0.951
GRM7,2917,CALM3,808,0.903
LYN,4067,PIK3C2B,5287,0.798
HRAS,3265,ZBTB12,221527,0.558
ZFYVE9,9372,SCYL2,55681,0.862
MAPK1,5594,NCOA3,8202,0.984
HSP90AA1,3320,SMYD3,64754,0.951
RET,5979,CBL,867,0.967
KRT27,342574,IGF1R,3480,0.922
LASP1,3927,FHL3,2275,0.951
TNFRSF11A,8792,TNFSF11,8600,0.909
ROBO2,6092,RDH11,51109,0.927
GOPC,57120,CLCN3,1182,0.558
POLE2,5427,TLE1,7088,0.966
IKBKB,3551,TRAF3IP2,10758,0.902
GOPC,57120,CFTR,1080,0.951
PIP4K2B,8396,UBQLN4,56893,0.862
TXN,7295,NR3C1,2908,0.951
ICAM3,3385,PRKCQ,5588,0.87
MPP2,4355,PLK1,5347,0.862
SUB1,10923,POU2AF1,5450,0.952
TINAGL1,64129,LMO4,8543,0.966
MAP1B,4131,MAGOH,4116,0.732
DNALI1,7802,HTT,3064,0.558
TCF3,6929,RUNX1T1,862,0.55
DUSP23,54935,DBN1,1627,0.952
EZR,7430,PRKAR2A,5576,0.967
MAP1B,4131,DYNLL1,8655,0.901
GOLGA2,2801,PPP2CA,5515,0.743
CRIPT,9419,TUBB2A,7280,0.895
TNFRSF11A,8792,MAP3K7,6885,0.967
AP1M1,8907,EHD2,30846,0.558
JMJD1C,221037,RXRA,6256,0.8
HGF,3082,FN1,2335,0.862
ATXN1L,342371,ANKHD1,54882,0.732
HES1,3280,CSNK1E,1454,0.952
RGS16,6004,GNAI2,2771,0.945
TCF4,6925,ID3,3399,0.984
40179,6303,LOC440552,440552,0.951
ATF2,1386,ATF7,11016,0.952
PFKFB2,5208,YWHAQ,10971,0.895
TAF4,6874,TAF11,6882,0.936
FN1,2335,GSN,2934,0.951
PDLIM4,8572,ZNF408,79797,0.952
HDAC3,8841,NACC1,112939,0.984
DAZAP2,9802,ATXN1L,342371,0.743
THBS1,7057,LRP1,4035,0.87
SMN1,6606,DDX20,11218,0.984
RFX4,5992,RFX2,5990,0.966
SQSTM1,8878,CDC37,11140,0.966
HOXB9,3219,CREBBP,1387,0.984
TSPAN4,7106,CD9,928,0.997
AMPH,273,MAPK6,5597,0.901
TLE1,7088,SIX3,6496,0.984
PLEKHM1,9842,MAPK6,5597,0.558
OSGEP,55644,C19orf60,55049,0.951
ATN1,1822,ZMYND8,23613,0.966
BRD4,23476,RFC1,5981,0.55
FURIN,5045,FLNA,2316,0.974
STX11,8676,PSMA3,5684,0.743
ATXN1,6310,PRDM1,639,0.984
FASLG,356,PACSIN2,11252,0.558
C14orf1,11161,GADD45A,1647,0.901
RHOA,387,HSPA1A,3303,0.862
SF1,7536,TCERG1,10915,0.55
MAP2K2,5605,MAPK1,5594,0.743
CAST,831,CASP1,834,0.87
PEA15,8682,RPS6KA3,6197,0.798
DCTN1,1639,ZNF512B,57473,0.984
ENO2,2026,HK1,3098,0.987
EEF1G,1937,CDK2AP2,10263,0.743
CASP3,836,TGM2,7052,0.704
DLG1,1739,SCN4A,6329,0.991
SKIL,6498,NCOR2,9612,0.952
NCOR1,9611,SPEN,23013,0.952
ITGB7,3695,DOK1,1796,0.822
ZNF423,23090,EBF1,1879,0.966
APPBP2,10513,AR,367,0.966
PLCB1,23236,PRKCD,5580,0.87
CD247,919,DOCK2,1794,0.803
NR2F1,7025,THRA,7067,0.55
TTR,7276,ACTB,60,0.901
RNF14,9604,NCOA4,8031,0.902
DYNC1I1,1780,TAOK1,57551,0.558
SMN1,6606,MPP1,4354,0.743
CSF2RB,1439,HCK,3055,0.967
GABARAP,11337,ATG7,10533,0.895
LAT,27040,MAP4K1,11184,0.895
APP,351,HSPG2,3339,0.743
PBX1,5087,MEIS1,4211,0.984
HMGB1,3146,CTCF,10664,0.966
IL6ST,3572,OSM,5008,0.862
PTPN6,5777,INSR,3643,0.997
FCGR3B,2215,APCS,325,0.997
GPSM2,29899,HRAS,3265,0.901
SYN1,6853,CAMK2G,818,0.951
ATN1,1822,GCC1,79571,0.743
MPP6,51678,EXOSC8,11340,0.966
ARFGEF2,10564,ARFGEF1,10565,0.558
C22orf9,23313,YWHAB,7529,0.895
SMG1,23049,UPF3A,65110,0.895
TRIP12,9320,SMAD9,4093,0.862
CDC34,997,CREM,1390,0.707
PAFAH1B3,5050,CCDC90B,60492,0.951
SNRPB,6628,SKIV2L,6499,0.952
DAZAP2,9802,SOX6,55553,0.984
CD40,958,XRCC6,2547,0.967
RB1,5925,EP300,2033,0.902
PEG10,23089,SIAH2,6478,0.964
TUBB,203068,TGM2,7052,0.778
S100A10,6281,BAD,572,0.951
GPR143,4935,GNAI1,2770,1
PCSK5,5125,ATN1,1822,0.951
EPHA1,2041,EFNA1,1942,0.983
PRKACA,5566,PCTK1,5127,0.951
GSK3B,2932,DEFA1,1667,0.951
APLP1,333,CDKN2C,1031,0.901
XRN2,22803,EIF3L,51386,0.951
EXOSC6,118460,EXOSC8,11340,0.952
PDCD6IP,10015,TRAF1,7185,0.589
MAP1A,4130,MAP1B,4131,0.951
DYNLL1,8655,DYNC1H1,1778,0.901
MET,4233,RANBP9,10048,0.982
BTK,695,CROP,51747,0.988
USP2,9099,NFKB2,4791,0.952
PTN,5764,GADD45A,1647,0.951
IL8RA,3577,CXCL5,6374,0.996
PSMD2,5708,C1orf103,55791,0.901
SREBF1,6720,CREBBP,1387,0.902
ATXN1,6310,SPEN,23013,0.984
NFKB1,4790,HMGB1,3146,0.966
HSP90AA1,3320,DARS,1615,0.732
CR1,1378,ATF7IP,55729,0.743
CUGBP1,10658,FUBP1,8880,0.896
LMO2,4005,LYL1,4066,0.952
SMAD3,4088,CUL1,8454,0.902
CELSR2,1952,PHF10,55274,0.979
TAF4,6874,GTF2A2,2958,0.952
ATN1,1822,RBM9,23543,0.883
TRIM24,8805,THRA,7067,0.55
GRIN1,2902,HSPA1A,3303,0.951
CTNNB1,1499,CHD8,57680,0.895
CYFIP1,23191,FMR1,2332,0.732
GNAS,2778,LHB,3972,0.967
ETV1,2115,KAT2B,8850,0.707
CD8A,925,CD8B,926,0.8
PLK1,5347,PSMB6,5694,0.798
PRPH,5630,KRT15,3866,0.967
DMD,1756,ACTA1,58,0.756
FLNB,2317,ATF7IP,55729,0.743
CRK,1398,STAT5B,6777,0.901
ATF4,468,HLF,3131,0.984
PRKCA,5578,PRKCZ,5590,0.901
PRKRA,8575,CEBPZ,10153,0.984
CHGB,1114,CBFB,865,0.895
CDK4,1019,SMAD2,4087,0.743
GNB2L1,10399,RB1,5925,0.984
HES1,3280,FHL1,2273,0.984
HSPA5,3309,APOB,338,0.822
KALRN,8997,SUMO3,6612,0.984
RB1,5925,SPI1,6688,0.966
PHACTR3,116154,MAPK6,5597,0.667
PIK3R1,5295,IRS1,3667,0.951
PSMD11,5717,ZHX1,11244,0.901
CCDC90B,60492,NIPSNAP3A,25934,0.895
KLF11,8462,SRF,6722,0.839
YWHAZ,7534,CSNK1A1,1452,0.778
ACTB,60,CSNK1A1,1452,0.547
RGS3,5998,YWHAQ,10971,0.901
ABCC2,1244,SLC9A3R1,9368,0.743
PLXNB1,5364,ARHGEF11,9826,0.997
FGF1,2246,FIBP,9158,0.768
BCL2L1,598,TLE1,7088,0.984
PRKCA,5578,RARA,5914,0.951
BMPR1A,657,GDF6,392255,0.998
NCOR2,9612,NCOA3,8202,0.823
BAD,572,MAPK8,5599,0.595
ETS1,2113,NFKB1,4790,0.55
TLN1,7094,ACTA1,58,0.756
COBRA1,25920,FOS,2353,0.984
AURKA,6790,MBD3,53615,0.732
KAT2B,8850,NPAS2,4862,0.936
PEBP1,5037,MAP3K7,6885,0.901
ROR2,4920,MAGED1,9500,0.993
CHUK,1147,TP53,7157,0.984
SENP2,59343,PML,5371,0.951
RNF183,138065,FBP1,2203,0.895
CCDC106,29903,COPS6,10980,0.901
HDAC1,3065,PCNA,5111,0.55
GBP2,2634,MAPK8IP2,23542,0.901
EIF4ENIF1,56478,EIF4E,1977,0.964
ELF3,1999,JUN,3725,0.55
MYD88,4615,IRAK1,3654,0.822
CALD1,800,CALM3,808,0.862
SSBP2,23635,LDB1,8861,0.984
FRS2,10818,PTPRF,5792,0.862
PTPN11,5781,IGF1R,3480,0.962
CREB3,10488,CREB3L3,84699,0.966
F8,2157,LRP1,4035,0.909
MYD88,4615,IRAK3,11213,0.927
CDK9,1025,SKP2,6502,0.778
GAPDH,2597,AR,367,0.984
TRIM37,4591,FAM107A,11170,0.743
HSPB3,8988,UNC119,9094,0.988
ABL2,27,ABL1,25,0.575
ANGPTL1,9068,NR2F6,2063,0.999
DNAJC3,5611,HSPA1B,3304,0.895
PARD3,56288,SMAD4,4089,0.901
C1orf103,55791,POLR2C,5432,0.743
SRC,6714,GIT1,28964,0.743
INPP5D,3635,HCK,3055,0.951
HTATSF1,27336,ZNF512B,57473,0.56
ATXN1L,342371,GMEB2,26205,0.951
EEF1A1,1915,GADD45A,1647,0.901
BLMH,642,RPL11,6135,0.8
NCOA3,8202,JUN,3725,0.707
LDB1,8861,LMO3,55885,0.707
FAS,355,SUMO1,7341,0.994
FGA,2243,HRG,3273,0.558
FLT4,2324,PTK2,5747,0.967
SELL,6402,EZR,7430,0.997
ELK1,2002,ID3,3399,0.984
PTPRN,5798,PPIA,5478,0.967
LPAR3,23566,GNAI2,2771,0.922
NR3C1,2908,ETS2,2114,0.966
PPP2CA,5515,TP53,7157,0.984
ANXA7,310,APLP1,333,0.901
YWHAH,7533,TLX2,3196,0.952
STMN2,11075,CEP70,80321,0.862
ANXA13,312,NMT1,4836,0.896
CASP3,836,PTMA,5757,0.87
CHRNA1,1134,CHRND,1144,0.732
CAV1,857,PLD2,5338,0.901
RFC5,5985,MED31,51003,0.952
UBE2L6,9246,TRIM25,7706,0.984
CREBBP,1387,CITED2,10370,0.984
SMAD3,4088,PLAGL1,5325,0.984
HNRNPA1,3178,SFRS12,140890,0.984
NR2C2,7182,ESR1,2099,0.743
MSX1,4487,LHX2,9355,0.952
BAT2,7916,GRB2,2885,0.805
PLDN,26258,C1orf190,541468,0.558
MAPK3,5595,MAPK8,5599,0.821
ATF3,467,BATF3,55509,0.984
BNIP3L,665,GNB5,10681,0.994
SGSM2,9905,ILF2,3608,0.952
FGR,2268,SRC,6714,0.901
IGF1,3479,YWHAB,7529,0.951
SYK,6850,LYN,4067,0.962
CCDC85B,11007,ZNF250,58500,0.823
HBP1,26959,SIN3A,25942,0.984
F2RL2,2151,JAM3,83700,0.999
IGF1R,3480,YWHAE,7531,0.951
ELF1,1997,NFYB,4801,0.707
APPL1,26060,DCC,1630,0.596
NCOR2,9612,PPARG,5468,0.936
AES,166,PRDM1,639,0.984
TGFBR1,7046,CDK6,1021,0.951
CHGB,1114,UBTF,7343,0.984
GNAI2,2771,EYA2,2139,0.952
PEX5,5830,PEX7,5191,0.961
PRKCD,5580,NFE2L2,4780,0.984
ATF4,468,DDIT3,1649,0.966
PSMD2,5708,UNC119,9094,0.743
ARID3A,1820,E2F4,1874,0.966
MDFI,4188,286301,286301,0.595
ATXN3,4287,TK1,7083,0.901
CALR,811,C1orf103,55791,0.994
TUBB2C,10383,VCL,7414,0.895
TP53,7157,NP,4860,0.952
WEE1,7465,SKP2,6502,0.951
FYB,2533,VASP,7408,0.984
SMAD4,4089,ZBTB44,29068,0.984
MMP14,4323,TIMP2,7077,0.798
